Movie_Title,Director_Name,IMDB_score,Actor_1,Actor_2,Actor_3,Gross_Revenue,Budget,Total_Facebook_Likes,Country
Due Date,Todd Phillips,6.6,Robert Downey Jr.,RZA,Matt Walsh,100448498.0,65000000.0,25000,USA
Unbroken,Angelina Jolie Pitt,7.2,Finn Wittrock,Jack O'Connell,Alex Russell,115603980.0,65000000.0,35000,USA
Space Cowboys,Clint Eastwood,6.4,Clint Eastwood,Courtney B. Vance,William Devane,90454043.0,65000000.0,0,USA
Cliffhanger,Renny Harlin,6.4,Sylvester Stallone,Leon,Janine Turner,84049211.0,70000000.0,0,USA
Broken Arrow,John Woo,6.0,Delroy Lindo,Samantha Mathis,Bob Gunton,70450000.0,50000000.0,0,USA
The Kid,Jon Turteltaub,6.1,Bruce Willis,Lily Tomlin,Daniel von Bargen,69688384.0,60000000.0,0,USA
World Trade Center,Oliver Stone,6.0,Nicolas Cage,Jay Hernandez,Armando Riesco,70236496.0,63000000.0,0,USA
Mona Lisa Smile,Mike Newell,6.4,Julia Roberts,Kirsten Dunst,Marian Seldes,63695760.0,65000000.0,0,USA
The Dictator,Larry Charles,6.4,Sayed Badreya,Aasif Mandvi,Horatio Sanz,59617068.0,65000000.0,59000,USA
Eyes Wide Shut,Stanley Kubrick,7.3,Tom Cruise,Vinessa Shaw,Sydney Pollack,55637680.0,65000000.0,10000,UK
Annie,Will Gluck,5.2,Quvenzhané Wallis,Dorian Missick,David Zayas,85911262.0,65000000.0,16000,USA
Focus,Glenn Ficarra,6.6,Will Smith,Adrian Martinez,Gerald McRaney,53846915.0,50100000.0,23000,USA
This Means War,McG,6.3,Tom Hardy,Abigail Spencer,Warren Christie,54758461.0,65000000.0,18000,USA
Blade: Trinity,David S. Goyer,5.9,Ryan Reynolds,Natasha Lyonne,John Michael Higgins,52397389.0,65000000.0,0,USA
Primary Colors,Mike Nichols,6.7,Maura Tierney,Adrian Lester,Paul Guilfoyle,38966057.0,65000000.0,688,France
Resident Evil: Retribution,Paul W.S. Anderson,5.4,Milla Jovovich,Boris Kodjoe,Bingbing Li,42345531.0,65000000.0,32000,Germany
Death Race,Paul W.S. Anderson,6.4,Jason Statham,Max Ryan,Joan Allen,36064910.0,45000000.0,0,USA
The Long Kiss Goodnight,Renny Harlin,6.7,Melina Kanakaredes,Craig Bierko,Yvonne Zima,33328051.0,65000000.0,4000,USA
Proof of Life,Taylor Hackford,6.2,Pamela Reed,Alun Armstrong,Michael Kitchen,32598931.0,65000000.0,892,USA
Zathura: A Space Adventure,Jon Favreau,6.1,Kristen Stewart,Josh Hutcherson,Jonah Bobo,28045540.0,65000000.0,0,USA
Fight Club,David Fincher,8.8,Brad Pitt,Meat Loaf,Eugenie Bondurant,37023395.0,63000000.0,48000,USA
We Are Marshall,McG,7.1,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,43532294.0,65000000.0,0,USA
Hudson Hawk,Michael Lehmann,5.7,Bruce Willis,James Coburn,Richard E. Grant,17218080.0,70000000.0,0,USA
Lucky Numbers,Nora Ephron,5.0,Michael Rapaport,Michael Moore,Richard Schiff,10014234.0,65000000.0,177,France
"I, Frankenstein",Stuart Beattie,5.1,Caitlin Stasey,Kevin Grevioux,Miranda Otto,19059018.0,65000000.0,15000,Australia
Oliver Twist,Roman Polanski,6.9,Ian McNeice,Barney Clark,Tony Noble,1987287.0,50000000.0,0,UK
Elektra,Rob Bowman,4.8,Jennifer Garner,Cary-Hiroyuki Tagawa,Goran Visnjic,24407944.0,43000000.0,0,Canada
Sin City: A Dame to Kill For,Frank Miller,6.5,Joseph Gordon-Levitt,Bruce Willis,Eva Green,13750556.0,65000000.0,32000,USA
Random Hearts,Sydney Pollack,5.1,Harrison Ford,Kristin Scott Thomas,Bill Cobbs,31054924.0,64000000.0,295,USA
Everest,Baltasar Kormákur,7.1,Michael Kelly,Martin Henderson,Tom Goodman-Hill,43247140.0,55000000.0,40000,UK
Perfume: The Story of a Murderer,Tom Tykwer,7.5,Michael Smiley,David Calder,Simon Chandler,2208939.0,50000000.0,26000,Germany
Austin Powers in Goldmember,Jay Roach,6.2,Verne Troyer,Josh Zuckerman,Robert Wagner,213079163.0,63000000.0,0,USA
Astro Boy,David Bowers,6.3,Nicolas Cage,Charlize Theron,Dee Bradley Baker,19548064.0,65000000.0,0,Hong Kong
Jurassic Park,Steven Spielberg,8.1,Wayne Knight,Ariana Richards,Bob Peck,356784000.0,63000000.0,19000,USA
Wyatt Earp,Lawrence Kasdan,6.6,Dennis Quaid,Catherine O'Hara,Isabella Rossellini,25052000.0,63000000.0,0,USA
Clear and Present Danger,Phillip Noyce,6.9,Harrison Ford,Dean Jones,Raymond Cruz,122012710.0,62000000.0,0,USA
Dragon Blade,Daniel Lee,6.1,Si Won Choi,Peng Lin,Sung-jun Yoo,72413.0,65000000.0,0,China
Littleman,Keenen Ivory Wayans,4.3,Chazz Palminteri,Brittany Daniel,John Witherspoon,58255287.0,64000000.0,0,USA
U-571,Jonathan Mostow,6.6,Matthew McConaughey,Thomas Kretschmann,David Keith,77086030.0,62000000.0,0,France
The American President,Rob Reiner,6.8,Shawna Waldron,Samantha Mathis,Wendie Malick,65000000.0,62000000.0,0,USA
The Love Guru,Marco Schnabel,3.8,Justin Timberlake,Romany Malco,Verne Troyer,32178777.0,62000000.0,0,USA
3000 Miles to Graceland,Demian Lichtenstein,5.9,Jon Lovitz,Bokeem Woodbine,Ice-T,15738632.0,42000000.0,0,USA
The Hateful Eight,Quentin Tarantino,7.9,Craig Stark,Jennifer Jason Leigh,Zoë Bell,54116191.0,44000000.0,114000,USA
Blades of Glory,Josh Gordon,6.3,Will Ferrell,Amy Poehler,Jon Heder,118153533.0,61000000.0,0,USA
Hop,Tim Hill,5.5,Gary Cole,Elizabeth Perkins,Chelsea Handler,108012170.0,63000000.0,0,USA
300,Zack Snyder,7.7,Gerard Butler,Michael Fassbender,Vincent Regan,210592590.0,65000000.0,13000,USA
Meet the Fockers,Jay Roach,6.3,Robert De Niro,Blythe Danner,Teri Polo,279167575.0,80000000.0,0,USA
Marley & Me,David Frankel,7.1,Eric Dane,Kathleen Turner,Haley Bennett,143151473.0,60000000.0,11000,USA
The Green Mile,Frank Darabont,8.5,Tom Hanks,Jeffrey DeMunn,Michael Jeter,136801374.0,60000000.0,30000,USA
Chicken Little,Mark Dindal,5.8,Catherine O'Hara,Fred Willard,Amy Sedaris,135381507.0,150000000.0,912,USA
Gone Girl,David Fincher,8.1,Patrick Fugit,Sela Ward,Emily Ratajkowski,167735396.0,61000000.0,146000,USA
The Bourne Identity,Doug Liman,7.9,Matt Damon,Josh Hamilton,Nicky Naudé,121468960.0,60000000.0,0,USA
GoldenEye,Martin Campbell,7.2,Izabella Scorupco,Joe Don Baker,Tchéky Karyo,106635996.0,58000000.0,0,UK
The General's Daughter,Simon West,6.3,Daniel von Bargen,Timothy Hutton,Clarence Williams III,102678089.0,95000000.0,885,USA
The Truman Show,Peter Weir,8.1,Natascha McElhone,Noah Emmerich,Peter Krause,125603360.0,60000000.0,18000,USA
The Prince of Egypt,Brenda Chapman,7.0,Martin Short,Aria Noelle Curzon,Eden Riegel,101217900.0,70000000.0,0,USA
Daddy Day Care,Steve Carr,5.5,Anjelica Huston,Lisa Edelstein,Jeff Garlin,104148781.0,60000000.0,886,USA
2 Guns,Baltasar Kormákur,6.7,Denzel Washington,Patrick Fischler,Fred Ward,75573300.0,61000000.0,22000,USA
Cats & Dogs,Lawrence Guterman,5.2,Carol Ann Susi,Elizabeth Perkins,Miriam Margolyes,93375151.0,60000000.0,0,USA
The Italian Job,F. Gary Gray,7.0,Jason Statham,Charlize Theron,Jimmy Shubert,106126012.0,60000000.0,0,USA
Two Weeks Notice,Marc Lawrence,6.1,Dorian Missick,Alicia Witt,Dana Ivey,93307796.0,60000000.0,0,USA
Antz,Eric Darnell,6.6,Sylvester Stallone,Woody Allen,Anne Bancroft,90646554.0,105000000.0,0,USA
Couples Retreat,Peter Billingsley,5.5,Jon Favreau,Kristin Davis,Tasha Smith,109176215.0,60000000.0,0,USA
Days of Thunder,Tony Scott,5.9,Tom Cruise,Robert Duvall,Randy Quaid,82670733.0,60000000.0,0,USA
Cheaper by the Dozen 2,Adam Shankman,5.4,Taylor Lautner,Tom Welling,Alyson Stoner,82569532.0,60000000.0,781,USA
The Scorch Trials,Wes Ball,6.4,Ki Hong Lee,Lili Taylor,Rosa Salazar,81687587.0,61000000.0,24000,USA
Eat Pray Love,Ryan Murphy,5.7,James Franco,Julia Roberts,Billy Crudup,80574010.0,60000000.0,26000,USA
The Family Man,Brett Ratner,6.7,Nicolas Cage,Don Cheadle,Amber Valletta,75764085.0,60000000.0,0,USA
RED,Robert Schwentke,7.1,Bruce Willis,Morgan Freeman,Jaqueline Fleming,90356857.0,58000000.0,32000,USA
Any Given Sunday,Oliver Stone,6.8,Al Pacino,Dennis Quaid,LL Cool J,75530832.0,55000000.0,0,USA
The Horse Whisperer,Robert Redford,6.5,Scarlett Johansson,Kristin Scott Thomas,Jessalyn Gilsig,75370763.0,60000000.0,0,USA
Collateral,Michael Mann,7.6,Tom Cruise,Jada Pinkett Smith,Debi Mazar,100003492.0,65000000.0,0,USA
The Scorpion King,Chuck Russell,5.5,Dwayne Johnson,Roger Rees,Bernard Hill,90341670.0,60000000.0,0,USA
Ladder 49,Jay Russell,6.5,Billy Burke,Jay Hernandez,Jacinda Barrett,74540762.0,55000000.0,0,USA
Jack Reacher,Christopher McQuarrie,7.0,Tom Cruise,Robert Duvall,David Oyelowo,80033643.0,60000000.0,38000,USA
Deep Blue Sea,Renny Harlin,5.8,LL Cool J,Michael Rapaport,Saffron Burrows,73648142.0,60000000.0,0,USA
This Is It,Kenny Ortega,7.3,Misha Gabriel Hamilton,Mekia Cox,Judith Hill,71844424.0,60000000.0,0,USA
Contagion,Steven Soderbergh,6.6,Matt Damon,Monique Gabriela Curnen,Griffin Kane,75638743.0,60000000.0,42000,USA
Kangaroo Jack,David McNally,4.4,Estella Warren,Dyan Cannon,Bill Hunter,66734992.0,60000000.0,858,USA
Coraline,Henry Selick,7.7,Jennifer Saunders,Dawn French,John Hodgman,75280058.0,60000000.0,10000,USA
The Happening,M. Night Shyamalan,5.0,Zooey Deschanel,Alan Ruck,Kristen Connolly,64505912.0,48000000.0,6000,USA
Man on Fire,Tony Scott,7.7,Denzel Washington,Radha Mitchell,Giancarlo Giannini,77862546.0,70000000.0,14000,USA
The Shaggy Dog,Brian Robbins,4.4,Robert Downey Jr.,Joel David Moore,Kristin Davis,61112916.0,50000000.0,747,USA
Starsky & Hutch,Todd Phillips,6.1,Snoop Dogg,Carmen Electra,Fred Williamson,88200225.0,60000000.0,0,USA
Jingle All the Way,Brian Levant,5.4,Jim Belushi,Harvey Korman,Jake Lloyd,60573641.0,60000000.0,0,USA
Hellboy,Guillermo del Toro,6.8,James Babson,Rupert Evans,Brian Steele,59035104.0,66000000.0,0,USA
A Civil Action,Steven Zaillian,6.5,Robert Duvall,Kathleen Quinlan,Sydney Pollack,56702901.0,60000000.0,1000,USA
ParaNorman,Chris Butler,7.0,Anna Kendrick,Kodi Smit-McPhee,Elaine Stritch,55994557.0,60000000.0,12000,USA
The Jackal,Michael Caton-Jones,6.3,J.K. Simmons,Bruce Willis,Sophie Okonedo,54910560.0,60000000.0,0,USA
Paycheck,John Woo,6.3,Ivana Milicevic,Joe Morton,Callum Rennie,53789313.0,60000000.0,0,USA
Up Close & Personal,Jon Avnet,6.1,Joe Mantegna,Stockard Channing,Raymond Cruz,51045801.0,60000000.0,829,USA
The Tale of Despereaux,Sam Fell,6.1,Emma Watson,Matthew Broderick,Frank Langella,50818750.0,60000000.0,0,UK
The Tuxedo,Kevin Donovan,5.3,Romany Malco,Debi Mazar,Ritchie Coster,50189179.0,60000000.0,797,USA
Under Siege 2: Dark Territory,Geoff Murphy,5.4,Peter Greene,Brenda Bakke,Patrick Kilpatrick,50024083.0,60000000.0,1000,USA
Jack Ryan: Shadow Recruit,Kenneth Branagh,6.2,Colm Feore,Nonso Anozie,Gemma Chan,50549107.0,60000000.0,17000,USA
Joy,David O. Russell,6.6,Jennifer Lawrence,Robert De Niro,Bradley Cooper,56443482.0,60000000.0,24000,USA
London Has Fallen,Babak Najafi,5.9,Gerard Butler,Radha Mitchell,Julian Kostov,62401264.0,60000000.0,28000,UK
Alien: Resurrection,Jean-Pierre Jeunet,6.3,Gary Dourdan,Michael Wincott,Raymond Cruz,47748610.0,75000000.0,0,USA
Shooter,Antoine Fuqua,7.2,Tate Donovan,Ned Beatty,Louis Ferreira,46975183.0,61000000.0,0,USA
The Boxtrolls,Graham Annable,6.8,Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,50807639.0,60000000.0,11000,USA
Practical Magic,Griffin Dunne,6.1,Goran Visnjic,Dianne Wiest,Stockard Channing,46611204.0,48000000.0,0,USA
The Lego Movie,Phil Lord,7.8,Morgan Freeman,Will Ferrell,Alison Brie,257756197.0,60000000.0,64000,Australia
Miss Congeniality 2: Armed and Fabulous,John Pasquin,5.0,Eileen Brennan,Diedrich Bader,Treat Williams,48472213.0,45000000.0,621,USA
Reign of Fire,Rob Bowman,6.2,Christian Bale,Gerard Butler,Matthew McConaughey,43060566.0,60000000.0,0,USA
Gangster Squad,Ruben Fleischer,6.7,Ryan Gosling,Brandon Molale,Wade Williams,45996718.0,60000000.0,40000,USA
Year One,Harold Ramis,4.9,Olivia Wilde,Oliver Platt,Xander Berkeley,43337279.0,60000000.0,0,USA
Invictus,Clint Eastwood,7.4,Matt Damon,Morgan Freeman,Leleti Khumalo,37479778.0,60000000.0,23000,USA
Duplicity,Tony Gilroy,6.2,Julia Roberts,Tom Wilkinson,Denis O'Hare,40559930.0,60000000.0,0,USA
My Favorite Martian,Donald Petrie,4.9,Steven Anthony Lawrence,Ray Walston,Michael Lerner,36830057.0,65000000.0,448,USA
The Sentinel,Clark Johnson,6.1,Blair Brown,David Rasche,Martin Donovan,36279230.0,60000000.0,690,USA
Planet 51,Jorge Blanco,6.1,Dwayne Johnson,Gary Oldman,James Corden,42194060.0,70000000.0,0,Spain
Star Trek: Nemesis,Stuart Baird,6.4,Tom Hardy,LeVar Burton,Jonathan Frakes,43119879.0,60000000.0,0,USA
Intolerable Cruelty,Joel Coen,6.3,Cedric the Entertainer,Paul Adelstein,Julia Duffy,35096190.0,60000000.0,0,USA
Edge of Darkness,Martin Campbell,6.6,Bojana Novakovic,Ray Winstone,Denis O'Hare,43290977.0,80000000.0,0,UK
The Relic,Peter Hyams,5.7,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,33927476.0,40000000.0,956,UK
Analyze That,Harold Ramis,5.9,Robert De Niro,Cathy Moriarty,Joe Viterelli,32122249.0,60000000.0,846,USA
Righteous Kill,Jon Avnet,6.0,Robert De Niro,Al Pacino,50 Cent,40076438.0,60000000.0,0,USA
Mercury Rising,Harold Becker,6.1,Bruce Willis,Miko Hughes,Carrie Preston,32940507.0,60000000.0,0,USA
The Soloist,Joe Wright,6.7,Robert Downey Jr.,Stephen Root,Rachael Harris,31670931.0,60000000.0,0,UK
The Legend of Bagger Vance,Robert Redford,6.7,Matt Damon,Will Smith,Charlize Theron,30695227.0,60000000.0,0,USA
Almost Famous,Cameron Crowe,7.9,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,32522352.0,60000000.0,15000,USA
xXx: State of the Union,Lee Tamahori,4.3,Sunny Mabrey,Nona Gaye,Xzibit,26082914.0,87000000.0,0,USA
Priest,Scott Stewart,5.7,Josh Wingate,Alan Dale,Jacob Hopkins,29136626.0,60000000.0,20000,USA
Sinbad: Legend of the Seven Seas,Patrick Gilmore,6.7,Brad Pitt,Adriano Giannini,Timothy West,26288320.0,60000000.0,880,USA
Event Horizon,Paul W.S. Anderson,6.7,Sean Pertwee,Joely Richardson,Kathleen Quinlan,26616590.0,60000000.0,10000,UK
The Avengers,Joss Whedon,8.1,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,623279547.0,220000000.0,123000,USA
Dragonfly,Tom Shadyac,6.1,Joe Morton,Susanna Thompson,Matt Craven,30063805.0,60000000.0,0,USA
The Black Dahlia,Brian De Palma,5.6,Scarlett Johansson,Mia Kirshner,Mike Starr,22518325.0,50000000.0,0,Germany
Flyboys,Tony Bill,6.6,James Franco,Tyler Labine,Philip Winchester,13082288.0,60000000.0,2000,UK
The Last Castle,Rod Lurie,6.9,Clifton Collins Jr.,Delroy Lindo,Michael Irby,18208078.0,60000000.0,0,USA
Supernova,Walter Hill,4.8,Robert Forster,Wilson Cruz,Vanessa Marshall,14218868.0,65000000.0,589,USA
Winter's Tale,Akiva Goldsman,6.2,Matt Bomer,William Hurt,Kevin Corrigan,22451.0,60000000.0,17000,USA
The Mortal Instruments: City of Bones,Harald Zwart,6.0,Aidan Turner,Kevin Zegers,CCH Pounder,31165421.0,60000000.0,44000,USA
Meet Dave,Brian Robbins,4.9,Marc Blucas,Mike O'Malley,Shawn Christian,11802056.0,60000000.0,791,USA
Dark Water,Walter Salles,5.6,Dougray Scott,Camryn Manheim,Ariel Gade,25472967.0,30000000.0,0,USA
Edtv,Ron Howard,6.1,Matthew McConaughey,Adam Goldberg,Clint Howard,22362500.0,55000000.0,641,USA
Inkheart,Iain Softley,6.1,Brendan Fraser,Stephen Graham,Jamie Foreman,17281832.0,60000000.0,0,Germany
The Spirit,Frank Miller,4.8,Scarlett Johansson,Jaime King,Louis Lombardi,19781879.0,60000000.0,2000,USA
Mortdecai,David Koepp,5.5,Johnny Depp,Olivia Munn,Ulrich Thomsen,7605668.0,60000000.0,12000,UK
In the Name of the King: A Dungeon Siege Tale,Uwe Boll,3.8,Jason Statham,Mike Dopud,Tania Saulnier,4535117.0,60000000.0,0,Germany
Beyond Borders,Martin Campbell,6.5,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,4426297.0,35000000.0,0,USA
The Great Raid,John Dahl,6.7,James Franco,Clayne Crawford,Paolo Montalban,10166502.0,80000000.0,0,USA
Deadpool,Tim Miller,8.1,Ryan Reynolds,Ed Skrein,Stefan Kapicic,363024263.0,58000000.0,117000,USA
Holy Man,Stephen Herek,4.9,Kelly Preston,Morgan Fairchild,Eric McCormack,12065985.0,60000000.0,296,USA
American Sniper,Clint Eastwood,7.3,Bradley Cooper,Leonard Roberts,Keir O'Donnell,350123553.0,58800000.0,112000,USA
Goosebumps,Rob Letterman,6.4,Odeya Rush,Dylan Minnette,Ken Marino,80021740.0,58000000.0,35000,USA
Just Like Heaven,Mark Waters,6.7,Jon Heder,Ivana Milicevic,Willie Garson,48291624.0,58000000.0,0,USA
The Flintstones in Viva Rock Vegas,Brian Levant,3.6,Taylor Negron,Mark Addy,Danny Woodburn,35231365.0,60000000.0,500,USA
Rambo III,Peter MacDonald,5.7,Sylvester Stallone,Kurtwood Smith,Richard Crenna,53715611.0,63000000.0,2000,USA
Leatherheads,George Clooney,6.0,Robert Baker,Malcolm Goodwin,Matt Bushell,31199215.0,58000000.0,472,USA
Did You Hear About the Morgans?,Marc Lawrence,4.7,Michael Kelly,Kim Shaw,Kevin Brown,29580087.0,58000000.0,0,USA
The Internship,Shawn Levy,6.3,Josh Gad,Jessica Szohr,Rob Riggle,44665963.0,58000000.0,22000,USA
Resident Evil: Afterlife,Paul W.S. Anderson,5.9,Milla Jovovich,Boris Kodjoe,Shawn Roberts,60128566.0,60000000.0,19000,Germany
Red Tails,Anthony Hemingway,5.9,David Oyelowo,Nate Parker,Tristan Mack Wilds,49875589.0,58000000.0,0,USA
The Devil's Advocate,Taylor Hackford,7.5,Keanu Reeves,Al Pacino,Charlize Theron,60984028.0,57000000.0,11000,USA
That's My Boy,Sean Anders,5.6,Adam Sandler,Leighton Meester,Will Forte,36931089.0,70000000.0,12000,USA
DragonHeart,Rob Cohen,6.4,Dennis Quaid,Brian Thompson,Terry O'Neill,51317350.0,57000000.0,0,USA
After the Sunset,Brett Ratner,6.3,Salma Hayek,Don Cheadle,Chris Penn,28328132.0,58000000.0,782,USA
Ghost Rider: Spirit of Vengeance,Mark Neveldine,4.3,Nicolas Cage,Spencer Wilding,Christopher Lambert,51774002.0,57000000.0,18000,USA
Captain Corelli's Mandolin,John Madden,5.9,Christian Bale,Irene Papas,Mihalis Giannatos,25528495.0,57000000.0,0,UK
The Pacifier,Adam Shankman,5.5,Vin Diesel,Brad Garrett,Tate Donovan,113006880.0,56000000.0,0,Canada
Walking Tall,Kevin Bray,6.2,Dwayne Johnson,Ashley Scott,Michael Bowen,45860039.0,56000000.0,0,USA
Forrest Gump,Robert Zemeckis,8.8,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,329691196.0,55000000.0,59000,USA
Alvin and the Chipmunks,Tim Hill,5.2,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,217326336.0,60000000.0,0,USA
Meet the Parents,Jay Roach,7.0,Robert De Niro,Blythe Danner,Teri Polo,166225040.0,55000000.0,0,USA
Pocahontas,Mike Gabriel,6.6,Christian Bale,Frank Welker,Irene Bedard,141600000.0,55000000.0,0,USA
Superman,Richard Donner,7.3,Marlon Brando,Margot Kidder,Ned Beatty,134218018.0,55000000.0,0,USA
The Nutty Professor,Tom Shadyac,5.6,Jada Pinkett Smith,James Coburn,Dave Chappelle,128769345.0,54000000.0,960,USA
Hitch,Andy Tennant,6.6,Will Smith,Michael Rapaport,Kevin Sussman,177575142.0,70000000.0,0,USA
George of the Jungle,Sam Weisman,5.4,Brendan Fraser,Abraham Benrubi,Holland Taylor,105263257.0,55000000.0,5000,USA
American Wedding,Jesse Dylan,6.3,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,104354205.0,55000000.0,0,USA
Captain Phillips,Paul Greengrass,7.9,Tom Hanks,Chris Mulkey,Michael Chernus,107100855.0,55000000.0,65000,USA
Date Night,Shawn Levy,6.3,Mila Kunis,James Franco,Steve Carell,98711404.0,55000000.0,0,USA
Casper,Brad Silberling,6.0,Eric Idle,Fred Rogers,Cathy Moriarty,100328194.0,50000000.0,0,USA
The Equalizer,Antoine Fuqua,7.2,Denzel Washington,Chloë Grace Moretz,James Wilcox,101530738.0,55000000.0,56000,USA
Maid in Manhattan,Wayne Wang,5.1,Bob Hoskins,Frances Conroy,Natasha Richardson,93815117.0,55000000.0,0,USA
Crimson Tide,Tony Scott,7.3,Denzel Washington,Viggo Mortensen,Ricky Schroder,91400000.0,53000000.0,0,USA
The Pursuit of Happyness,Gabriele Muccino,8.0,Will Smith,Kurt Fuller,James Karen,162586036.0,55000000.0,32000,USA
Flightplan,Robert Schwentke,6.2,Erika Christensen,Michael Irby,Haley Ramm,89706988.0,55000000.0,0,USA
Disclosure,Barry Levinson,6.0,Demi Moore,Dylan Baker,Roma Maffia,83000000.0,55000000.0,0,USA
City of Angels,Brad Silberling,6.7,Nicolas Cage,Andre Braugher,Colm Feore,78745923.0,55000000.0,0,Germany
Kill Bill: Vol. 1,Quentin Tarantino,8.1,David Carradine,Vivica A. Fox,Chiaki Kuriyama,70098138.0,30000000.0,13000,USA
Bowfinger,Frank Oz,6.4,Robert Downey Jr.,Adam Alexi-Malle,Jamie Kennedy,66365290.0,55000000.0,0,USA
Kill Bill: Vol. 2,Quentin Tarantino,8.0,Vivica A. Fox,Michael Parks,Michael Bowen,66207920.0,30000000.0,0,USA
Tango & Cash,Andrey Konchalovskiy,6.3,Sylvester Stallone,Jack Palance,Brion James,63408614.0,55000000.0,0,USA
Death Becomes Her,Robert Zemeckis,6.4,Bruce Willis,Meryl Streep,Isabella Rossellini,58422650.0,55000000.0,8000,USA
Shanghai Noon,Tom Dey,6.6,Xander Berkeley,Jason Connery,Kate Luyben,56932305.0,55000000.0,0,USA
Executive Decision,Stuart Baird,6.4,Oliver Platt,Joe Morton,J.T. Walsh,68750000.0,55000000.0,0,USA
Mr. Popper's Penguins,Mark Waters,6.0,Madeline Carroll,Ophelia Lovibond,Philip Baker Hall,68218041.0,55000000.0,14000,USA
The Forbidden Kingdom,Rob Minkoff,6.6,Jet Li,Thomas McDonell,Michael Angarano,25040293.0,55000000.0,0,USA
Free Birds,Jimmy Hayward,5.9,Amy Poehler,Carlos Ponce,Dan Fogler,55747724.0,55000000.0,0,USA
Alien 3,David Fincher,6.4,Charles S. Dutton,Holt McCallany,Paul McGann,55473600.0,50000000.0,0,USA
Evita,Alan Parker,6.3,Andrea Corr,Jimmy Nail,Peter Polycarpou,49994804.0,55000000.0,0,USA
Ronin,John Frankenheimer,7.3,Robert De Niro,Natascha McElhone,Michael Lonsdale,41609593.0,55000000.0,0,UK
The Ghost and the Darkness,Stephen Hopkins,6.8,Tom Wilkinson,Bernard Hill,Om Puri,38553833.0,55000000.0,0,USA
Paddington,Paul King,7.2,Julie Walters,Matt Lucas,Sally Hawkins,76137505.0,55000000.0,30000,UK
The Watch,Akiva Schaffer,5.7,Will Forte,Nicholas Braun,Rosemarie DeWitt,34350553.0,68000000.0,15000,USA
The Hunted,William Friedkin,6.0,Connie Nielsen,Jenna Boyd,Rex Linn,34238611.0,55000000.0,0,USA
Instinct,Jon Turteltaub,6.5,Anthony Hopkins,Maura Tierney,John Ashton,34098563.0,55000000.0,0,USA
Stuck on You,Bobby Farrelly,5.8,Matt Damon,Terence Bernie Hines,Seymour Cassel,33828318.0,55000000.0,0,USA
Semi-Pro,Kent Alterman,5.8,Will Ferrell,Maura Tierney,Matt Walsh,33472850.0,55000000.0,0,USA
The Pirates! Band of Misfits,Peter Lord,6.7,Salma Hayek,Russell Tovey,Brian Blessed,31051126.0,55000000.0,0,UK
Changeling,Clint Eastwood,7.8,Angelina Jolie Pitt,Michael Kelly,Colm Feore,35707327.0,55000000.0,14000,USA
Chain Reaction,Andrew Davis,5.6,Keanu Reeves,Morgan Freeman,Kevin Dunn,20550712.0,50000000.0,1000,USA
The Fan,Tony Scott,5.8,Robert De Niro,Kurt Fuller,Ellen Barkin,18573791.0,55000000.0,0,USA
The Phantom of the Opera,Joel Schumacher,7.4,Gerard Butler,Minnie Driver,Miranda Richardson,51225796.0,70000000.0,0,UK
Elizabeth: The Golden Age,Shekhar Kapur,6.9,Eddie Redmayne,Abbie Cornish,Jordi Mollà,16264475.0,55000000.0,0,UK
Æon Flux,Karyn Kusama,5.5,Charlize Theron,Sophie Okonedo,Paterson Joseph,25857987.0,62000000.0,0,USA
Gods and Generals,Ron Maxwell,6.3,Billy Campbell,Bruce Boxleitner,John Castle,12870569.0,56000000.0,953,USA
